form	wsafter	testid	anas	lemma	xpostag	separated	previd	prevold	prevclosest
arra	" "	.	[{"lemma": "arra", "tag": "[/Adv|Pro]", "morphana": "arra[/Adv|Pro]=arra", "readable": "arra[/Adv|Pro]", "twolevel": "a:a r:r r:r a:a :[/Adv|Pro]"}, {"lemma": "az", "tag": "[/Det|Pro][Subl]", "morphana": "az[/Det|Pro]=ar+ra[Subl]=ra", "readable": "az[/Det|Pro]=ar + ra[Subl]", "twolevel": "a:a r:z :[/Det|Pro] r:r a:a :[Subl]"}, {"lemma": "az", "tag": "[/N|Pro][Subl]", "morphana": "az[/N|Pro]=ar+ra[Subl]=ra", "readable": "az[/N|Pro]=ar + ra[Subl]", "twolevel": "a:a r:z :[/N|Pro] r:r a:a :[Subl]"}]	az	[/Det|Pro][Subl]			.	.
gondolna	""	.	[{"lemma": "gondol", "tag": "[/V][Cond.NDef.3Sg]", "morphana": "gondol[/V]=gondol+na[Cond.NDef.3Sg]=na", "readable": "gondol[/V] + na[Cond.NDef.3Sg]", "twolevel": "g:g o:o n:n d:d o:o l:l :[/V] n:n a:a :[Cond.NDef.3Sg]"}]	gondol	[/V][Cond.NDef.3Sg]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
amire	" "	.	[{"lemma": "ami", "tag": "[/N|Pro|Rel][Subl]", "morphana": "ami[/N|Pro|Rel]=ami+re[Subl]=re", "readable": "ami[/N|Pro|Rel] + re[Subl]", "twolevel": "a:a m:m i:i :[/N|Pro|Rel] r:r e:e :[Subl]"}, {"lemma": "amire", "tag": "[/Adv|Pro|Rel]", "morphana": "amire[/Adv|Pro|Rel]=amire", "readable": "amire[/Adv|Pro|Rel]", "twolevel": "a:a m:m i:i r:r e:e :[/Adv|Pro|Rel]"}]	ami	[/N|Pro|Rel][Subl]			.	.
elvileg	" "	.	[{"lemma": "elvileg", "tag": "[/Adv]", "morphana": "elv[/N]=elv+ileg[_NAdvz:ilAg/Adv]=ileg", "readable": "elv[/N] + ileg[_NAdvz:ilAg/Adv]", "twolevel": "e:e l:l v:v :[/N] i:i l:l e:e g:g :[_NAdvz:ilAg/Adv]"}, {"lemma": "elvileg", "tag": "[/Adv]", "morphana": "elvileg[/Adv]=elvileg", "readable": "elvileg[/Adv]", "twolevel": "e:e l:l v:v i:i l:l e:e g:g :[/Adv]"}]	elvileg	[/Adv]			.	.
gondolhatna	" "	.	[{"lemma": "gondol", "tag": "[/V][_Mod/V][Cond.NDef.3Sg]", "morphana": "gondol[/V]=gondol+hat[_Mod/V]=hat+na[Cond.NDef.3Sg]=na", "readable": "gondol[/V] + hat[_Mod/V] + na[Cond.NDef.3Sg]", "twolevel": "g:g o:o n:n d:d o:o l:l :[/V] h:h a:a t:t :[_Mod/V] n:n a:a :[Cond.NDef.3Sg]"}]	gondol	[/V][_Mod/V][Cond.NDef.3Sg]			.	228
egy	" "	.	[{"lemma": "egy", "tag": "[/Det|Art.NDef]", "morphana": "egy[/Det|Art.NDef]=egy", "readable": "egy[/Det|Art.NDef]", "twolevel": "e:e g:g y:y :[/Det|Art.NDef]"}, {"lemma": "egy", "tag": "[/Num][Nom]", "morphana": "egy[/Num]=egy+[Nom]=", "readable": "egy[/Num] + [Nom]", "twolevel": "e:e g:g y:y :[/Num] :[Nom]"}, {"lemma": "egy", "tag": "[/N|Pro][Nom]", "morphana": "egy[/N|Pro]=egy+[Nom]=", "readable": "egy[/N|Pro] + [Nom]", "twolevel": "e:e g:g y:y :[/N|Pro] :[Nom]"}]	egy	[/Det|Art.NDef]			.	.
teljesen	" "	.	[{"lemma": "teljes", "tag": "[/Adj][Supe]", "morphana": "teljes[/Adj]=teljes+en[Supe]=en", "readable": "teljes[/Adj] + en[Supe]", "twolevel": "t:t e:e l:l j:j e:e s:s :[/Adj] e:e n:n :[Supe]"}, {"lemma": "teljes", "tag": "[/Adj][_Manner/Adv]", "morphana": "teljes[/Adj]=teljes+en[_Manner/Adv]=en", "readable": "teljes[/Adj] + en[_Manner/Adv]", "twolevel": "t:t e:e l:l j:j e:e s:s :[/Adj] e:e n:n :[_Manner/Adv]"}]	teljes	[/Adj][_Manner/Adv]			.	.
más	" "	.	[{"lemma": "más", "tag": "[/Adj|Pro][Nom]", "morphana": "más[/Adj|Pro]=más+[Nom]=", "readable": "más[/Adj|Pro] + [Nom]", "twolevel": "m:m á:á s:s :[/Adj|Pro] :[Nom]"}, {"lemma": "más", "tag": "[/N|Pro][Nom]", "morphana": "más[/N|Pro]=más+[Nom]=", "readable": "más[/N|Pro] + [Nom]", "twolevel": "m:m á:á s:s :[/N|Pro] :[Nom]"}]	más	[/N|Pro][Nom]			.	.
tényállás	" "	.	[{"lemma": "tényállás", "tag": "[/N][Nom]", "morphana": "tény[/N]=tény+áll[/V]=áll+ás[_Ger/N]=ás+[Nom]=", "readable": "tény[/N] + áll[/V] + ás[_Ger/N] + [Nom]", "twolevel": "t:t é:é n:n y:y :[/N] á:á l:l l:l :[/V] á:á s:s :[_Ger/N] :[Nom]"}, {"lemma": "tényállás", "tag": "[/N][Nom]", "morphana": "tény[/N]=tény+állás[/N]=állás+[Nom]=", "readable": "tény[/N] + állás[/N] + [Nom]", "twolevel": "t:t é:é n:n y:y :[/N] á:á l:l l:l á:á s:s :[/N] :[Nom]"}, {"lemma": "tényállás", "tag": "[/N][Nom]", "morphana": "tényállás[/N]=tényállás+[Nom]=", "readable": "tényállás[/N] + [Nom]", "twolevel": "t:t é:é n:n y:y á:á l:l l:l á:á s:s :[/N] :[Nom]"}]	tényállás	[/N][Nom]			.	.
esetén	""	.	[{"lemma": "eset", "tag": "[/N][Poss.3Sg][Supe]", "morphana": "eset[/N]=eset+e[Poss.3Sg]=é+n[Supe]=n", "readable": "eset[/N] + e[Poss.3Sg]=é + n[Supe]", "twolevel": "e:e s:s e:e t:t :[/N] é:e :[Poss.3Sg] n:n :[Supe]"}, {"lemma": "eset", "tag": "[/N][AnP][Supe]", "morphana": "eset[/N]=eset+é[AnP]=é+n[Supe]=n", "readable": "eset[/N] + é[AnP] + n[Supe]", "twolevel": "e:e s:s e:e t:t :[/N] é:é :[AnP] n:n :[Supe]"}, {"lemma": "esetén", "tag": "[/Post|(Poss)]", "morphana": "esetén[/Post|(Poss)]=esetén", "readable": "esetén[/Post|(Poss)]", "twolevel": "e:e s:s e:e t:t é:é n:n :[/Post|(Poss)]"}]	eset	[/N][Poss.3Sg][Supe]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]			.	.
ki	" "	p190	[{"lemma": "aki", "tag": "[/N|Pro|Rel][Nom]", "morphana": "aki[/N|Pro|Rel]=ki+[Nom]=", "readable": "aki[/N|Pro|Rel]=ki + [Nom]", "twolevel": "k:a i:k :i :[/N|Pro|Rel] :[Nom]"}, {"lemma": "ki", "tag": "[/N|Pro][Nom]", "morphana": "ki[/N|Pro]=ki+[Nom]=", "readable": "ki[/N|Pro] + [Nom]", "twolevel": "k:k i:i :[/N|Pro] :[Nom]"}, {"lemma": "ki", "tag": "[/N|Pro|Int][Nom]", "morphana": "ki[/N|Pro|Int]=ki+[Nom]=", "readable": "ki[/N|Pro|Int] + [Nom]", "twolevel": "k:k i:i :[/N|Pro|Int] :[Nom]"}, {"lemma": "ki", "tag": "[/Prev]", "morphana": "ki[/Prev]=ki", "readable": "ki[/Prev]", "twolevel": "k:k i:i :[/Prev]"}]	ki	[/Prev]			.	228
nem	" "	.	[{"lemma": "nem", "tag": "[/Adv]", "morphana": "nem[/Adv]=nem", "readable": "nem[/Adv]", "twolevel": "n:n e:e m:m :[/Adv]"}, {"lemma": "nem", "tag": "[/Inj-Utt]", "morphana": "nem[/Inj-Utt]=nem", "readable": "nem[/Inj-Utt]", "twolevel": "n:n e:e m:m :[/Inj-Utt]"}, {"lemma": "nem", "tag": "[/N][Nom]", "morphana": "nem[/N]=nem+[Nom]=", "readable": "nem[/N] + [Nom]", "twolevel": "n:n e:e m:m :[/N] :[Nom]"}]	nem	[/Adv]			.	.
küldött	" "	v190	[{"lemma": "küld", "tag": "[/V][Pst.NDef.3Sg]", "morphana": "küld[/V]=küld+ött[Pst.NDef.3Sg]=ött", "readable": "küld[/V] + ött[Pst.NDef.3Sg]", "twolevel": "k:k ü:ü l:l d:d :[/V] ö:ö t:t t:t :[Pst.NDef.3Sg]"}, {"lemma": "küldött", "tag": "[/Adj][Nom]", "morphana": "küld[/V]=küld+ött[_PerfPtcp/Adj]=ött+[Nom]=", "readable": "küld[/V] + ött[_PerfPtcp/Adj] + [Nom]", "twolevel": "k:k ü:ü l:l d:d :[/V] ö:ö t:t t:t :[_PerfPtcp/Adj] :[Nom]"}, {"lemma": "küldött", "tag": "[/Adj][Nom]", "morphana": "küldött[/Adj]=küldött+[Nom]=", "readable": "küldött[/Adj] + [Nom]", "twolevel": "k:k ü:ü l:l d:d ö:ö t:t t:t :[/Adj] :[Nom]"}, {"lemma": "küldött", "tag": "[/N][Nom]", "morphana": "küldött[/N]=küldött+[Nom]=", "readable": "küldött[/N] + [Nom]", "twolevel": "k:k ü:ü l:l d:d ö:ö t:t t:t :[/N] :[Nom]"}]	küldött	[/Adj][Nom]			.	.
anyag	" "	.	[{"lemma": "anyag", "tag": "[/N][Nom]", "morphana": "anyag[/N]=anyag+[Nom]=", "readable": "anyag[/N] + [Nom]", "twolevel": "a:a n:n y:y a:a g:g :[/N] :[Nom]"}]	anyag	[/N][Nom]			.	.
napirendre	" "	.	[{"lemma": "napirend", "tag": "[/N][Subl]", "morphana": "napirend[/N]=napirend+re[Subl]=re", "readable": "napirend[/N] + re[Subl]", "twolevel": "n:n a:a p:p i:i r:r e:e n:n d:d :[/N] r:r e:e :[Subl]"}]	napirend	[/N][Subl]			.	.
vételéről	""	.	[{"lemma": "vétel", "tag": "[/N][Poss.3Sg][Del]", "morphana": "vétel[/N]=vétel+e[Poss.3Sg]=é+ről[Del]=ről", "readable": "vétel[/N] + e[Poss.3Sg]=é + ről[Del]", "twolevel": "v:v é:é t:t e:e l:l :[/N] é:e :[Poss.3Sg] r:r ő:ő l:l :[Del]"}, {"lemma": "vétel", "tag": "[/N][AnP][Del]", "morphana": "vétel[/N]=vétel+é[AnP]=é+ről[Del]=ről", "readable": "vétel[/N] + é[AnP] + ről[Del]", "twolevel": "v:v é:é t:t e:e l:l :[/N] é:é :[AnP] r:r ő:ő l:l :[Del]"}]	vétel	[/N][Poss.3Sg][Del]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
az	" "	.	[{"lemma": "az", "tag": "[/Det|Art.Def]", "morphana": "az[/Det|Art.Def]=az", "readable": "az[/Det|Art.Def]", "twolevel": "a:a z:z :[/Det|Art.Def]"}, {"lemma": "az", "tag": "[/Det|Pro][Nom]", "morphana": "az[/Det|Pro]=az+[Nom]=", "readable": "az[/Det|Pro] + [Nom]", "twolevel": "a:a z:z :[/Det|Pro] :[Nom]"}, {"lemma": "az", "tag": "[/N|Pro][Nom]", "morphana": "az[/N|Pro]=az+[Nom]=", "readable": "az[/N|Pro] + [Nom]", "twolevel": "a:a z:z :[/N|Pro] :[Nom]"}]	az	[/Det|Art.Def]			.	.
most	" "	.	[{"lemma": "most", "tag": "[/Adv]", "morphana": "most[/Adv]=most", "readable": "most[/Adv]", "twolevel": "m:m o:o s:s t:t :[/Adv]"}]	most	[/Adv]			.	.
nem	" "	.	[{"lemma": "nem", "tag": "[/Adv]", "morphana": "nem[/Adv]=nem", "readable": "nem[/Adv]", "twolevel": "n:n e:e m:m :[/Adv]"}, {"lemma": "nem", "tag": "[/Inj-Utt]", "morphana": "nem[/Inj-Utt]=nem", "readable": "nem[/Inj-Utt]", "twolevel": "n:n e:e m:m :[/Inj-Utt]"}, {"lemma": "nem", "tag": "[/N][Nom]", "morphana": "nem[/N]=nem+[Nom]=", "readable": "nem[/N] + [Nom]", "twolevel": "n:n e:e m:m :[/N] :[Nom]"}]	nem	[/Adv]			.	.
áll	" "	.	[{"lemma": "áll", "tag": "[/N][Nom]", "morphana": "áll[/N]=áll+[Nom]=", "readable": "áll[/N] + [Nom]", "twolevel": "á:á l:l l:l :[/N] :[Nom]"}, {"lemma": "áll", "tag": "[/V][Prs.NDef.3Sg]", "morphana": "áll[/V]=áll+[Prs.NDef.3Sg]=", "readable": "áll[/V] + [Prs.NDef.3Sg]", "twolevel": "á:á l:l l:l :[/V] :[Prs.NDef.3Sg]"}]	fenn�ll	[/Prev][/V][Prs.NDef.3Sg]	sep	193	211	229
fenn	""	.	[{"lemma": "fenn", "tag": "[/Adv]", "morphana": "fenn[/Adv]=fenn", "readable": "fenn[/Adv]", "twolevel": "f:f e:e n:n n:n :[/Adv]"}, {"lemma": "fenn", "tag": "[/Prev]", "morphana": "fenn[/Prev]=fenn", "readable": "fenn[/Prev]", "twolevel": "f:f e:e n:n n:n :[/Prev]"}, {"lemma": "fenn", "tag": "[/Prev]", "morphana": "fenn[/Prev]=fenn", "readable": "fenn[/Prev]", "twolevel": "f:f e:e n:n n:n :[/Prev]"}]		[/Prev]	conn	193	211	229
.	"\r\n"	.	[{"lemma": ".", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	.	[Punct]			.	.

Azt	" "	.	[{"lemma": "az", "tag": "[/Det|Pro][Acc]", "morphana": "az[/Det|Pro]=az+t[Acc]=t", "readable": "az[/Det|Pro] + t[Acc]", "twolevel": "a:a z:z :[/Det|Pro] t:t :[Acc]"}, {"lemma": "az", "tag": "[/N|Pro][Acc]", "morphana": "az[/N|Pro]=az+t[Acc]=t", "readable": "az[/N|Pro] + t[Acc]", "twolevel": "a:a z:z :[/N|Pro] t:t :[Acc]"}]	az	[/Det|Pro][Acc]			.	.
is	" "	.	[{"lemma": "is", "tag": "[/Adv]", "morphana": "is[/Adv]=is", "readable": "is[/Adv]", "twolevel": "i:i s:s :[/Adv]"}]	is	[/Adv]			.	.
el	" "	p191	[{"lemma": "el", "tag": "[/Prev]", "morphana": "el[/Prev]=el", "readable": "el[/Prev]", "twolevel": "e:e l:l :[/Prev]"}]		[/Prev]	conn	194	212	230
kell	" "	.	[{"lemma": "kell", "tag": "[/V][Prs.NDef.3Sg]", "morphana": "kell[/V]=kell+[Prs.NDef.3Sg]=", "readable": "kell[/V] + [Prs.NDef.3Sg]", "twolevel": "k:k e:e l:l l:l :[/V] :[Prs.NDef.3Sg]"}]	kell	[/V][Prs.NDef.3Sg]			.	.
mondanom	""	v191	[{"lemma": "mond", "tag": "[/V][Inf.1Sg]", "morphana": "mond[/V]=mond+anom[Inf.1Sg]=anom", "readable": "mond[/V] + anom[Inf.1Sg]", "twolevel": "m:m o:o n:n d:d :[/V] a:a n:n o:o m:m :[Inf.1Sg]"}]	elmond	[/Prev][/V][Inf.1Sg]	sep	194	212	230
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
számomra	" "	.	[{"lemma": "szám", "tag": "[/N][Poss.1Sg][Subl]", "morphana": "szám[/N]=szám+om[Poss.1Sg]=om+ra[Subl]=ra", "readable": "szám[/N] + om[Poss.1Sg] + ra[Subl]", "twolevel": "s:s z:z á:á m:m :[/N] o:o m:m :[Poss.1Sg] r:r a:a :[Subl]"}, {"lemma": "számomra", "tag": "[/Adv|Pro]", "morphana": "számomra[/Adv|Pro]=számomra", "readable": "számomra[/Adv|Pro]", "twolevel": "s:s z:z á:á m:m o:o m:m r:r a:a :[/Adv|Pro]"}, {"lemma": "számára", "tag": "[/Post|(Poss)][Poss.1Sg]", "morphana": "számára[/Post|(Poss)]=számomra+[Poss.1Sg]=", "readable": "számára[/Post|(Poss)]=számomra + [Poss.1Sg]", "twolevel": "s:s z:z á:á m:m o:á m:r r:a a: :[/Post|(Poss)] :[Poss.1Sg]"}]	számomra	[/Adv|Pro]			.	.
öröm	" "	.	[{"lemma": "öröm", "tag": "[/N][Nom]", "morphana": "öröm[/N]=öröm+[Nom]=", "readable": "öröm[/N] + [Nom]", "twolevel": "ö:ö r:r ö:ö m:m :[/N] :[Nom]"}]	öröm	[/N][Nom]			.	.
az	""	.	[{"lemma": "az", "tag": "[/Det|Art.Def]", "morphana": "az[/Det|Art.Def]=az", "readable": "az[/Det|Art.Def]", "twolevel": "a:a z:z :[/Det|Art.Def]"}, {"lemma": "az", "tag": "[/Det|Pro][Nom]", "morphana": "az[/Det|Pro]=az+[Nom]=", "readable": "az[/Det|Pro] + [Nom]", "twolevel": "a:a z:z :[/Det|Pro] :[Nom]"}, {"lemma": "az", "tag": "[/N|Pro][Nom]", "morphana": "az[/N|Pro]=az+[Nom]=", "readable": "az[/N|Pro] + [Nom]", "twolevel": "a:a z:z :[/N|Pro] :[Nom]"}]	az	[/Det|Pro][Nom]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
hogy	" "	.	[{"lemma": "ahogy", "tag": "[/Adv|Pro|Rel]", "morphana": "ahogy[/Adv|Pro|Rel]=hogy", "readable": "ahogy[/Adv|Pro|Rel]=hogy", "twolevel": "h:a o:h g:o y:g :y :[/Adv|Pro|Rel]"}, {"lemma": "hogy", "tag": "[/Adv|Pro|Int]", "morphana": "hogy[/Adv|Pro|Int]=hogy", "readable": "hogy[/Adv|Pro|Int]", "twolevel": "h:h o:o g:g y:y :[/Adv|Pro|Int]"}, {"lemma": "hogy", "tag": "[/Cnj]", "morphana": "hogy[/Cnj]=hogy", "readable": "hogy[/Cnj]", "twolevel": "h:h o:o g:g y:y :[/Cnj]"}]	hogy	[/Cnj]			.	.
-	" "	.	[{"lemma": "-", "tag": "[Hyph:Hyph]", "morphana": "-[Hyph:Hyph]=-", "readable": "-[Hyph:Hyph]", "twolevel": "-:- :[Hyph:Hyph]"}, {"lemma": "-", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	-	[Punct]			.	.
bár	" "	.	[{"lemma": "bár", "tag": "[/Cnj]", "morphana": "bár[/Cnj]=bár", "readable": "bár[/Cnj]", "twolevel": "b:b á:á r:r :[/Cnj]"}, {"lemma": "bár", "tag": "[/N][Nom]", "morphana": "bár[/N]=bár+[Nom]=", "readable": "bár[/N] + [Nom]", "twolevel": "b:b á:á r:r :[/N] :[Nom]"}]	bár	[/Cnj]			.	.
kormánypárt	" "	.	[{"lemma": "kormánypár", "tag": "[/N][Acc]", "morphana": "kormány[/N]=kormány+pár[/N]=pár+t[Acc]=t", "readable": "kormány[/N] + pár[/N] + t[Acc]", "twolevel": "k:k o:o r:r m:m á:á n:n y:y :[/N] p:p á:á r:r :[/N] t:t :[Acc]"}, {"lemma": "kormánypárt", "tag": "[/N][Nom]", "morphana": "kormány[/N]=kormány+párt[/N]=párt+[Nom]=", "readable": "kormány[/N] + párt[/N] + [Nom]", "twolevel": "k:k o:o r:r m:m á:á n:n y:y :[/N] p:p á:á r:r t:t :[/N] :[Nom]"}, {"lemma": "kormánypárt", "tag": "[/N][Nom]", "morphana": "kormánypárt[/N]=kormánypárt+[Nom]=", "readable": "kormánypárt[/N] + [Nom]", "twolevel": "k:k o:o r:r m:m á:á n:n y:y p:p á:á r:r t:t :[/N] :[Nom]"}]	kormánypárt	[/N][Nom]			.	.
és	" "	.	[{"lemma": "és", "tag": "[/Cnj]", "morphana": "és[/Cnj]=és", "readable": "és[/Cnj]", "twolevel": "é:é s:s :[/Cnj]"}]	és	[/Cnj]			.	.
ellenzék	""	.	[{"lemma": "ellenzék", "tag": "[/N][Nom]", "morphana": "ellenzék[/N]=ellenzék+[Nom]=", "readable": "ellenzék[/N] + [Nom]", "twolevel": "e:e l:l l:l e:e n:n z:z é:é k:k :[/N] :[Nom]"}]	ellenzék	[/N][Nom]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
nyilván	" "	.	[{"lemma": "nyilván", "tag": "[/Adv]", "morphana": "nyilván[/Adv]=nyilván", "readable": "nyilván[/Adv]", "twolevel": "n:n y:y i:i l:l v:v á:á n:n :[/Adv]"}, {"lemma": "nyilván", "tag": "[/Prev]", "morphana": "nyilván[/Prev]=nyilván", "readable": "nyilván[/Prev]", "twolevel": "n:n y:y i:i l:l v:v á:á n:n :[/Prev]"}]	nyilván	[/Adv]			.	.
fővárosi	" "	.	[{"lemma": "fővárosi", "tag": "[/Adj][Nom]", "morphana": "fő[/N]=fő+város[/N]=város+i[_Adjz:i/Adj]=i+[Nom]=", "readable": "fő[/N] + város[/N] + i[_Adjz:i/Adj] + [Nom]", "twolevel": "f:f ő:ő :[/N] v:v á:á r:r o:o s:s :[/N] i:i :[_Adjz:i/Adj] :[Nom]"}, {"lemma": "fővárosi", "tag": "[/Adj][Nom]", "morphana": "főváros[/N]=főváros+i[_Adjz:i/Adj]=i+[Nom]=", "readable": "főváros[/N] + i[_Adjz:i/Adj] + [Nom]", "twolevel": "f:f ő:ő v:v á:á r:r o:o s:s :[/N] i:i :[_Adjz:i/Adj] :[Nom]"}, {"lemma": "fővárosi", "tag": "[/Adj][Nom]", "morphana": "fővárosi[/Adj]=fővárosi+[Nom]=", "readable": "fővárosi[/Adj] + [Nom]", "twolevel": "f:f ő:ő v:v á:á r:r o:o s:s i:i :[/Adj] :[Nom]"}]	fővárosi	[/Adj][Nom]			.	.
szinten	" "	.	[{"lemma": "szint", "tag": "[/N][Supe]", "morphana": "szint[/N]=szint+en[Supe]=en", "readable": "szint[/N] + en[Supe]", "twolevel": "s:s z:z i:i n:n t:t :[/N] e:e n:n :[Supe]"}]	szint	[/N][Supe]			.	.
is	""	.	[{"lemma": "is", "tag": "[/Adv]", "morphana": "is[/Adv]=is", "readable": "is[/Adv]", "twolevel": "i:i s:s :[/Adv]"}]	is	[/Adv]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
számos	" "	.	[{"lemma": "számos", "tag": "[/Adj][Nom]", "morphana": "szám[/N]=szám+os[_Adjz:s/Adj]=os+[Nom]=", "readable": "szám[/N] + os[_Adjz:s/Adj] + [Nom]", "twolevel": "s:s z:z á:á m:m :[/N] o:o s:s :[_Adjz:s/Adj] :[Nom]"}, {"lemma": "számos", "tag": "[/N][Nom]", "morphana": "szám[/N]=szám+os[_Nz:s/N]=os+[Nom]=", "readable": "szám[/N] + os[_Nz:s/N] + [Nom]", "twolevel": "s:s z:z á:á m:m :[/N] o:o s:s :[_Nz:s/N] :[Nom]"}, {"lemma": "számos", "tag": "[/Adj][Nom]", "morphana": "számos[/Adj]=számos+[Nom]=", "readable": "számos[/Adj] + [Nom]", "twolevel": "s:s z:z á:á m:m o:o s:s :[/Adj] :[Nom]"}, {"lemma": "számos", "tag": "[/Num][Nom]", "morphana": "számos[/Num]=számos+[Nom]=", "readable": "számos[/Num] + [Nom]", "twolevel": "s:s z:z á:á m:m o:o s:s :[/Num] :[Nom]"}]	számos	[/Num][Nom]			.	.
alkalommal	" "	.	[{"lemma": "alkalom", "tag": "[/N][Ins]", "morphana": "alkalom[/N]=alkalom+mal[Ins]=mal", "readable": "alkalom[/N] + mal[Ins]", "twolevel": "a:a l:l k:k a:a l:l o:o m:m :[/N] m:m a:a l:l :[Ins]"}]	alkalom	[/N][Ins]			.	.
összecsap	" "	.	[{"lemma": "összecsap", "tag": "[/V][Prs.NDef.3Sg]", "morphana": "össze[/Prev]=össze+csap[/V]=csap+[Prs.NDef.3Sg]=", "readable": "össze[/Prev] + csap[/V] + [Prs.NDef.3Sg]", "twolevel": "ö:ö s:s s:s z:z e:e :[/Prev] c:c s:s a:a p:p :[/V] :[Prs.NDef.3Sg]"}]	összecsap	[/Prev][/V][Prs.NDef.3Sg]	pfx		.	.
-	" "	.	[{"lemma": "-", "tag": "[Hyph:Hyph]", "morphana": "-[Hyph:Hyph]=-", "readable": "-[Hyph:Hyph]", "twolevel": "-:- :[Hyph:Hyph]"}, {"lemma": "-", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	-	[Punct]			.	.
amikor	" "	.	[{"lemma": "ami", "tag": "[/N|Pro|Rel][Temp]", "morphana": "ami[/N|Pro|Rel]=ami+kor[Temp]=kor", "readable": "ami[/N|Pro|Rel] + kor[Temp]", "twolevel": "a:a m:m i:i :[/N|Pro|Rel] k:k o:o r:r :[Temp]"}, {"lemma": "amikor", "tag": "[/Adv|Pro|Rel]", "morphana": "amikor[/Adv|Pro|Rel]=amikor", "readable": "amikor[/Adv|Pro|Rel]", "twolevel": "a:a m:m i:i k:k o:o r:r :[/Adv|Pro|Rel]"}, {"lemma": "amikor", "tag": "[/Cnj]", "morphana": "amikor[/Cnj]=amikor", "readable": "amikor[/Cnj]", "twolevel": "a:a m:m i:i k:k o:o r:r :[/Cnj]"}]	amikor	[/Adv|Pro|Rel]			.	.
arról	" "	.	[{"lemma": "az", "tag": "[/Det|Pro][Del]", "morphana": "az[/Det|Pro]=ar+ról[Del]=ról", "readable": "az[/Det|Pro]=ar + ról[Del]", "twolevel": "a:a r:z :[/Det|Pro] r:r ó:ó l:l :[Del]"}, {"lemma": "az", "tag": "[/N|Pro][Del]", "morphana": "az[/N|Pro]=ar+ról[Del]=ról", "readable": "az[/N|Pro]=ar + ról[Del]", "twolevel": "a:a r:z :[/N|Pro] r:r ó:ó l:l :[Del]"}]	az	[/Det|Pro][Del]			.	.
van	" "	.	[{"lemma": "van", "tag": "[/V][Prs.NDef.3Sg]", "morphana": "van[/V]=van+[Prs.NDef.3Sg]=", "readable": "van[/V] + [Prs.NDef.3Sg]", "twolevel": "v:v a:a n:n :[/V] :[Prs.NDef.3Sg]"}]	van	[/V][Prs.NDef.3Sg]			.	.
szó	""	.	[{"lemma": "szó", "tag": "[/N][Nom]", "morphana": "szó[/N]=szó+[Nom]=", "readable": "szó[/N] + [Nom]", "twolevel": "s:s z:z ó:ó :[/N] :[Nom]"}]	szó	[/N][Nom]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
